unique_work_number,work_name,sanction_amount,cost_deviation_pct,contractor_concentration,text_similarity,rf_anomaly_probability,rf_anomaly_prediction
WS/97797/2023/00351,"Construction of community hall at Vivekanand Marg, TAMLUK",3137433.92,-2.7726383103883148,0.16666666666666666,1.0,75.32652138022749,1
WS/98987/2023/00989,"Construction of community hall at Vivekanand Marg, TAMLUK",2992596.98,-7.261055886812229,0.16666666666666666,1.0,75.16394360976805,1
WS/66317/2025/00863,"Installation of streetlights at Bazaar Road chowk, BARAMULLAH",156142.03,-46.727744613930774,0.14285714285714285,1.0,75.15581679133649,1
WS/11111/2023/00906,"Solar street light at Vivekanand Marg chowk parisar, AURANGABAD_MH",1052914.34,193.4483346776014,0.1111111111111111,1.0,75.14256048051031,1
WS/69409/2025/00653,"Repair and renovation of Govt. School building at Kisan Nagar, BADAUN",1242962.32,-3.124857396129683,0.125,1.0,75.0698489884549,1
WS/58177/2025/00260,"Construction of additional classroom at Nehru Path school, TAMLUK",525063.51,-48.930560207175624,0.14285714285714285,1.0,74.92183130474292,1
WS/26637/2025/00271,"Installation of streetlights at Kisan Nagar chowk, KANTHI",502344.2,-2.8209892333950024,0.16666666666666666,1.0,74.80711486529762,1
WS/28423/2025/00645,"Repair and renovation of Govt. School building at Gandhi Chowk, VARANASI",1655482.54,48.77323959343131,0.125,1.0,74.7034013935248,1
WS/32571/2024/00612,"Construction of community hall at Kisan Nagar, BARAMULLAH",2278933.66,-35.216394655633046,0.16666666666666666,1.0,74.62611714441734,1
WS/64154/2025/00731,"LED streetlight installation along Station Road road, NANDURBAR(ST)",364438.03,-15.92010073123537,0.16666666666666666,1.0,74.35055457752613,1
WS/24801/2023/00448,"Construction of additional classroom at Gandhi Chowk school, ATTINGAL",1293928.02,32.40176856444872,0.42857142857142855,1.0,74.07473833431823,1
WS/81766/2025/00714,"Construction of community hall at Vivekanand Marg, TAMLUK",2038953.64,-36.81394155876587,0.16666666666666666,1.0,74.03767169409706,1
WS/50642/2025/00147,"Multipurpose community centre building at Station Road panchayat, ERNAKULAM",2003977.48,-13.733751250366172,0.25,1.0,74.01185592256176,1
WS/22759/2023/00632,"Solar street light at Subhash Nagar chowk parisar, SRINAGAR",359720.0,37.266898220288795,0.2222222222222222,1.0,73.78066367882568,1
WS/16889/2025/00827,"Solar street light at Shanti Nagar chowk parisar, ERNAKULAM",216600.59,-18.012187042610936,0.375,1.0,73.6960648418734,1
WS/57622/2024/00636,"Solar street light at Subhash Nagar chowk parisar, PATNA_SAHIB",367716.37,104.53107095810894,0.23076923076923078,1.0,73.38331902436308,1
WS/94466/2025/00651,"Solar street light at Subhash Nagar chowk parisar, SRINAGAR",411586.35,57.05877241829801,0.1111111111111111,1.0,73.27842144340909,1
WS/68652/2024/00909,"Covered drain construction from Shanti Nagar to Vivekanand Marg, JAMMU",5280276.27,530.8365668437355,0.3333333333333333,0.9120503493473038,73.12806097227677,1
WS/72575/2024/00903,"Solar street light at Vivekanand Marg chowk parisar, BADAUN",1256885.47,347.845036628475,0.09090909090909091,0.9408881203832832,73.092194702787,1
WS/57663/2024/00969,Construction of concrete road from Nehru Path to Nehru Path in GAYA,307799.25,-75.41984355115544,0.3333333333333333,1.0,73.02679130490604,1
WS/32939/2024/00512,"Repair and renovation of Govt. School building at Ram Nagar, MURSHIDABAD",1561240.46,52.78352139138456,0.1111111111111111,1.0,72.89798590968071,1
WS/28116/2024/00894,"Multipurpose community centre building at Panchayat Bhavan Marg panchayat, SRINAGAR",2735516.19,-12.24845032779148,0.2,1.0,72.78412229294565,1
WS/20336/2024/00161,"Multipurpose community centre building at Nehru Path panchayat, AURANGABAD_MH",1911642.7,-13.769775187813368,0.2,1.0,72.78412229294565,1
WS/74868/2025/00668,"Construction of additional classroom at Andouli school, BARAMULLAH",764313.55,-44.295890639386634,0.4,1.0,72.61666090724084,1
WS/84946/2024/00083,"Solar street light at Subhash Nagar chowk parisar, PATNA_SAHIB",290200.52,61.415231930523284,0.07692307692307693,1.0,72.44020895283667,1
WS/87207/2025/00404,"Repair and renovation of Govt. School building at Kisan Nagar, AURANGABAD_BR",721280.76,-11.648471825669562,0.2222222222222222,1.0,71.8716275697547,1
WS/51800/2023/00237,"Repair and renovation of Govt. School building at Ram Nagar, MURSHIDABAD",887620.42,-13.137164388822105,0.2222222222222222,1.0,71.6216275697547,1
WS/42088/2025/00914,"Construction of community hall at Kisan Nagar, AURANGABAD_BR",13905577.07,279.0507864205988,0.15384615384615385,1.0000000000000004,71.47311757506839,1
WS/12609/2025/00644,"Water supply pipeline extension to Andouli area, PUNE",585494.28,-24.39641309320228,0.42857142857142855,1.0,71.18771294975198,1
WS/54657/2024/00066,"Solar street light at Shanti Nagar chowk parisar, ERNAKULAM",104292.89,-60.52297937828538,0.125,1.0,71.15538213635658,1
WS/67503/2024/00451,"Solar light installation near Kisan Nagar hanuman mandir, IDUKKI",137587.08,-57.58519717552543,0.14285714285714285,1.0,71.1374865120855,1
WS/57381/2025/00157,"Installation of streetlights at Station Road chowk, KOTTAYAM",393977.11,7.44152121380193,0.4444444444444444,1.0,70.50554955744089,1
WS/69612/2025/00911,"Multipurpose community centre building at Vivekanand Marg panchayat, HINGOLI",12663789.2,394.88290994244124,0.14285714285714285,0.9433826618638281,70.4585711627148,1
WS/82129/2024/00971,"Solar street light at Subhash Nagar chowk parisar, BARAMULLAH",1326639.71,406.23740144435516,0.1111111111111111,1.0,69.5511039314078,1
WS/70940/2025/00536,"Installation of streetlights at Station Road chowk, KOTTAYAM",366689.81,0.0,0.4444444444444444,1.0,69.41557010065071,1
WS/94366/2024/00960,"Covered drain construction from Station Road to Station Road, NAGPUR",322285.88,-61.49638623332636,0.16666666666666666,1.0,69.21276207478121,1
WS/65212/2024/00959,"Covered drain construction from Station Road to Station Road, NAGPUR",344693.77,-59.12747135343637,0.2,1.0,69.14473499265226,1
WS/67780/2024/00913,"Solar street light at Vivekanand Marg chowk parisar, AURANGABAD_MH",520624.81,45.09868246864473,0.2222222222222222,1.0,69.04328046557055,1
WS/21334/2025/00577,"Solar street light at Subhash Nagar chowk parisar, SRINAGAR",378097.89,44.279785899966505,0.2222222222222222,1.0,69.04328046557055,1
WS/89988/2025/00249,"Solar light installation near Panchayat Bhavan Marg hanuman mandir, AURANGABAD_BR",447885.19,50.19430164969367,0.3333333333333333,1.0,67.96640645914668,1
WS/81989/2024/00192,"Construction of drainage/nala near Ambedkar Colony area, LUCKNOW",730363.71,54.56253760956439,0.2,1.0,67.76302463831551,1
WS/14050/2025/00981,"Solar light installation near Andouli hanuman mandir, VARANASI",1598771.73,494.5895669553795,0.2,0.9999999999999999,66.21187722218761,1
WS/87401/2024/00968,Construction of concrete road from Nehru Path to Nehru Path in GAYA,234771.08,-85.21190422690705,0.15384615384615385,1.0,65.60497291588716,1
WS/24779/2024/00980,"Solar light installation near Andouli hanuman mandir, VARANASI",2207174.11,1127.6736129786957,0.15384615384615385,0.9999999999999999,62.76242778261631,1
WS/57540/2024/00904,"Installation of handpump at Bazaar Road village, MURSHIDABAD",2240447.61,459.00458429408644,0.18181818181818182,1.0000000000000004,57.867764291482736,1
WS/26401/2023/00902,"Covered drain construction from Kisan Nagar to Gandhi Chowk, VARANASI",2224512.91,239.23855241611628,0.2,0.9594596810106543,50.77416165242518,1
WS/13901/2025/00700,"Repair and renovation of Govt. School building at Ambedkar Colony, SRINAGAR",1657291.36,1.168065976304915,0.4,0.9999999999999999,46.78927369171205,0
WS/58717/2025/00331,"Multipurpose community centre building at Nehru Path panchayat, ATTINGAL",2058319.81,-5.262927205521853,0.3333333333333333,0.9999999999999999,43.704437497527636,0
WS/12729/2023/00977,"Installation of handpump at Bazaar Road village, GAYA",598567.12,18.817042094688414,0.2222222222222222,0.9999999999999999,42.40559307576349,0
WS/45785/2024/00763,"Repair and renovation of Govt. School building at Subhash Nagar, VARANASI",1054571.38,-5.228840054625111,0.25,0.9999999999999999,42.12188034846725,0
WS/12596/2024/00799,"Repair and renovation of Govt. School building at Subhash Nagar, MURSHIDABAD",991776.16,-2.944448315908209,0.1111111111111111,0.9999999999999999,41.674566076714484,0
WS/55977/2024/00979,"Solar light installation near Andouli hanuman mandir, VARANASI",132868.53,-54.225978204027925,0.16666666666666666,0.9999999999999999,41.60387396323456,0
WS/50063/2025/00850,"Repair and renovation of Govt. School building at Subhash Nagar, VARANASI",1128832.53,1.4447862715297777,0.125,0.9999999999999999,41.38872898320778,0
WS/94604/2023/00552,"Repair and renovation of Govt. School building at Ambedkar Colony, SRINAGAR",1771190.77,8.120967140009887,0.2,0.9999999999999999,41.249510730478406,0
WS/32312/2025/00976,"Installation of handpump at Bazaar Road village, GAYA",635482.84,0.0,0.14285714285714285,0.9999999999999999,40.80727450062732,0
WS/76046/2025/00363,"Water supply pipeline extension to Station Road area, BARAMULLAH",441705.51,-12.320372400131475,0.1111111111111111,0.9999999999999999,40.5052628437156,0
WS/53369/2023/00047,"Water supply pipeline extension to Station Road area, BARAMULLAH",306963.69,-39.066954302015645,0.2222222222222222,0.9999999999999999,40.417931312939956,0
WS/23970/2023/00043,"Repair and renovation of Govt. School building at Subhash Nagar, MURSHIDABAD",959514.01,-6.101633266557682,0.2222222222222222,0.9999999999999999,40.2340571199843,0
WS/94498/2025/00384,"Water supply pipeline extension to Station Road area, BARAMULLAH",759762.04,50.81462925766177,0.1111111111111111,0.9999999999999999,39.41065109344658,0
WS/42441/2024/00978,"Installation of handpump at Bazaar Road village, GAYA",308464.64,-56.988653100815455,0.2,0.9999999999999999,39.26771238014672,0
WS/76005/2023/00907,"Installation of handpump at Ram Nagar village, LUCKNOW",1966820.05,232.96477853285475,0.1111111111111111,0.9655021914155757,36.51407721853751,0
WS/21813/2023/00094,"Multipurpose community centre building at Nehru Path panchayat, ATTINGAL",3471526.21,59.78189087375534,0.3333333333333333,0.9999999999999999,36.04878492165356,0
WS/29975/2024/00910,"Water supply pipeline extension to Bazaar Road area, GAYA",1929022.43,143.52512904567197,0.2,0.9125061928796778,30.1117928269314,0
WS/30677/2023/00566,"Construction of drainage/nala near Andouli area, LUCKNOW",1133107.98,139.79291738693797,0.2,0.8928769272530133,26.832957444836826,0
WS/93674/2023/00905,"Widening and strengthening of road near Andouli village, SRINAGAR",4471498.52,139.86268531276062,0.14285714285714285,0.8846737542738403,26.209361973718178,0
WS/59735/2024/00007,"Installation of streetlights at Nehru Path chowk, KOTTAYAM",435740.23,18.830744164938746,0.4444444444444444,1.0000000000000002,25.570973367632345,0
WS/74662/2024/00962,"Construction of community hall at Shanti Nagar, TAMLUK",1257248.91,-43.288117515801154,0.4,1.0000000000000002,24.386222101253267,0
WS/92317/2025/00608,"Construction of community hall at Shanti Nagar, KOTTAYAM",2229160.24,-7.4283106280833024,0.3333333333333333,1.0000000000000002,23.60579332038522,0
WS/41897/2024/00819,"Repair and renovation of Govt. School building at Gandhi Chowk, ERNAKULAM",1737071.71,85.92883083743726,0.2222222222222222,1.0000000000000004,23.16845977494893,0
WS/97679/2025/00373,"Repair and renovation of Govt. School building at Vivekanand Marg, AURANGABAD_BR",1795283.52,119.9088777831688,0.2222222222222222,0.9974396825409069,22.797463936994507,0
WS/93914/2025/00918,"CC road construction at Gandhi Chowk ward, HOWRAH",1726638.08,1.3614034397272154,0.3,1.0000000000000004,21.875167713533656,0
WS/34470/2023/00772,"Water supply pipeline extension to Gandhi Chowk area, NANDURBAR(ST)",587034.74,-7.623825058753747,0.2857142857142857,1.0000000000000002,21.55179833243899,0
WS/14965/2023/00377,"Installation of handpump at Ram Nagar village, ERNAKULAM",680230.48,82.19971413444026,0.2,1.0000000000000004,21.501472595461756,0
WS/55829/2024/00506,"Solar light installation near Station Road hanuman mandir, TAMLUK",315357.8,0.0,0.2857142857142857,1.0000000000000002,21.35166375523675,0
WS/84205/2024/00255,"Construction of community hall at Ambedkar Colony, MURSHIDABAD",2307162.87,-4.331757873897331,0.2857142857142857,1.0000000000000004,21.245418747112037,0
WS/60868/2023/00393,"Construction of community hall at Ambedkar Colony, MURSHIDABAD",2423587.96,0.49589597078909997,0.2857142857142857,1.0000000000000004,21.17320978524963,0
WS/70210/2024/00514,"Solar light installation near Subhash Nagar hanuman mandir, AURANGABAD_BR",443795.72,48.82293437861382,0.3333333333333333,1.0000000000000004,20.845585715621905,0
WS/96200/2024/00077,"Widening and strengthening of road near Station Road village, BADAUN",1334679.17,6.651131066600906,0.3333333333333333,1.0000000000000004,20.74891543716937,0
WS/98288/2024/00242,"Installation of streetlights at Kisan Nagar chowk, KANPUR",201404.43,-47.482055275068355,0.3,1.0000000000000004,20.718386403101352,0
WS/75612/2024/00012,"Construction of community hall at Shanti Nagar, KOTTAYAM",2586913.13,7.4283106280833024,0.3333333333333333,1.0000000000000002,20.569943474552545,0
WS/46002/2025/00961,"Construction of community hall at Shanti Nagar, TAMLUK",1598818.7,-37.737565643034124,0.375,1.0000000000000002,20.517749773272563,0
WS/12441/2025/00389,"Construction of drainage/nala near Station Road area, AURANGABAD_BR",536911.19,-16.685065450516394,0.3333333333333333,1.0000000000000004,20.498682457392004,0
WS/45358/2023/00224,"Construction of community hall at Ram Nagar, ERNAKULAM",1766377.29,-23.961848770454196,0.25,1.0000000000000004,20.426516610625345,0
WS/80854/2023/00518,"Installation of streetlights at Ambedkar Colony chowk, AURANGABAD_BR",260171.28,-28.526610115139533,0.25,1.0000000000000002,20.426516610625345,0
WS/56388/2024/00225,"LED streetlight installation along Station Road road, SRINAGAR",399633.0,-11.134123802224819,0.09090909090909091,1.0000000000000002,20.26452876440153,0
WS/28351/2025/00262,"LED streetlight installation along Ram Nagar road, IDUKKI",458954.78,25.250964622968098,0.07692307692307693,1.0000000000000002,20.073487939637893,0
WS/10841/2025/00808,"Construction of community hall at Shanti Nagar, KOTTAYAM",3371825.18,40.023829412715116,0.3333333333333333,1.0000000000000002,19.940859443591847,0
WS/52193/2024/00966,"Construction of drainage/nala near Kisan Nagar area, GAYA",258235.55,-49.11876403123666,0.08333333333333333,1.0000000000000004,19.936517077558545,0
WS/69925/2024/00423,"LED streetlight installation along Ram Nagar road, KANPUR",164653.19,-57.065258538733886,0.1,1.0000000000000002,19.9070799252079,0
WS/71216/2024/00952,"Construction of community hall at Shanti Nagar, BARAMULLAH",1157906.42,-56.03425498424841,0.375,1.0000000000000004,19.90478772750268,0
WS/42728/2023/00420,"Installation of handpump at Bazaar Road village, MURSHIDABAD",369439.56,-7.8227017057586,0.09090909090909091,1.0000000000000004,19.843782843655607,0
WS/40427/2024/00221,"LED streetlight installation along Ram Nagar road, IDUKKI",485455.45,32.48312479494615,0.07692307692307693,1.0000000000000002,19.6237057335399,0
WS/69270/2023/00285,"CC road construction at Station Road ward, PATNA_SAHIB",1951211.74,45.673742830172934,0.2857142857142857,1.0000000000000002,19.56911424911854,0
WS/41179/2024/00498,"Construction of additional classroom at Gandhi Chowk school, VARANASI",1096678.65,-1.4447862715297566,0.25,1.0000000000000002,19.32941393834492,0
WS/53165/2023/00964,"Construction of drainage/nala near Kisan Nagar area, GAYA",115076.66,-77.32596192911025,0.08333333333333333,1.0000000000000004,19.31022206359547,0
WS/54540/2023/00754,"Construction of drainage/nala near Station Road area, AURANGABAD_BR",478042.49,-25.819987536072446,0.16666666666666666,1.0000000000000004,19.144274135883354,0
WS/22265/2025/00669,"Repair and renovation of Govt. School building at Gandhi Chowk, ERNAKULAM",557487.24,-40.328916680135336,0.1111111111111111,1.0000000000000004,19.116564135595468,0
WS/68192/2024/00900,"Installation of handpump at Panchayat Bhavan Marg village, MURSHIDABAD",864136.04,115.6069196430521,0.09090909090909091,0.959664797895033,19.098550605348997,0
WS/10887/2024/00228,"LED streetlight installation along Subhash Nagar road, AURANGABAD_BR",427500.96,17.441643790322058,0.25,1.0000000000000002,19.034292914432754,0
WS/79603/2025/00336,"CC road construction at Gandhi Chowk ward, HOWRAH",1707430.42,0.23382760496216398,0.1,1.0000000000000004,18.98852314299519,0
WS/86563/2023/00965,"Construction of drainage/nala near Kisan Nagar area, GAYA",825107.88,8.16463887762594,0.26666666666666666,1.0000000000000004,18.939878364079217,0
WS/95542/2023/00838,"Solar street light at Shanti Nagar chowk parisar, AURANGABAD_MH",210003.63,-41.4717673046877,0.1111111111111111,1.0000000000000004,18.93148010198202,0
WS/15014/2023/00036,"Widening and strengthening of road near Ram Nagar village, KANTHI",2290965.3,50.07157215575205,0.3,1.0000000000000002,18.747717328780954,0
WS/61576/2023/00656,"Solar light installation near Subhash Nagar hanuman mandir, AURANGABAD_BR",198629.07,-33.391513892258594,0.16666666666666666,1.0000000000000004,18.67368590058924,0
WS/77964/2023/00773,"Multipurpose community centre building at Andouli panchayat, AURANGABAD_BR",3148924.73,-14.16376398640379,0.07692307692307693,1.0000000000000002,18.658638720005744,0
WS/38019/2025/00957,"Construction of additional classroom at Gandhi Chowk school, VARANASI",816376.1,0.0,0.1111111111111111,1.0000000000000002,18.65568600464335,0
WS/33999/2025/00849,"Water supply pipeline extension to Ambedkar Colony area, AURANGABAD_BR",744269.71,26.236974677915114,0.1111111111111111,1.0000000000000002,18.557308670252667,0
WS/89635/2025/00152,"Installation of streetlights at Panchayat Bhavan Marg chowk, ERNAKULAM",510493.19,38.19591930024881,0.25,1.0000000000000004,18.53936335864981,0
WS/85197/2024/00419,"Installation of streetlights at Nehru Path chowk, KOTTAYAM",569128.31,55.20701543356225,0.1111111111111111,1.0000000000000002,18.463203282406205,0
WS/11620/2024/00314,"LED streetlight installation along Kisan Nagar road, HINGOLI",328809.75,2.2335979637462104,0.14285714285714285,1.0000000000000002,18.37528896773148,0
WS/39683/2023/00974,"Installation of handpump at Subhash Nagar village, SRINAGAR",269780.21,-61.35655074495582,0.2,1.0000000000000004,18.33074339304948,0
WS/32417/2025/00975,"Installation of handpump at Subhash Nagar village, SRINAGAR",960531.94,34.48235549360846,0.1111111111111111,1.0000000000000004,18.31995847658668,0
WS/22223/2025/00941,"Solar street light at Ram Nagar chowk parisar, KOTTAYAM",293516.93,0.0,0.2222222222222222,1.0000000000000002,18.30682631693983,0
WS/16175/2023/00010,"Construction of community hall at Ram Nagar, ERNAKULAM",2048301.9,-11.825695157139394,0.25,1.0000000000000004,18.226321041267063,0
WS/93032/2024/00335,"LED streetlight installation along Subhash Nagar road, AURANGABAD_BR",494017.68,35.71489617399059,0.25,1.0000000000000002,18.16324360936605,0
WS/61964/2024/00139,"Solar light installation near Station Road hanuman mandir, TAMLUK",257894.8,-18.221524883798658,0.14285714285714285,1.0000000000000002,18.11892929890467,0
WS/76795/2025/00803,"LED streetlight installation along Kisan Nagar road, HINGOLI",223063.07,-30.645182452956522,0.14285714285714285,1.0000000000000002,18.11892929890467,0
WS/25389/2025/00191,"Multipurpose community centre building at Panchayat Bhavan Marg panchayat, HINGOLI",1899292.06,-25.778361702090407,0.14285714285714285,1.0000000000000002,18.11892929890467,0
WS/31090/2023/00304,"Construction of community hall at Kisan Nagar, AURANGABAD_BR",3879155.33,5.741521627060198,0.15384615384615385,1.0000000000000004,18.117314242928284,0
WS/91006/2024/00134,"Solar street light at Shanti Nagar chowk parisar, AURANGABAD_MH",358525.4,-0.0785936967855178,0.2222222222222222,1.0000000000000004,18.081551591665104,0
WS/48466/2025/00955,"Construction of additional classroom at Gandhi Chowk school, VARANASI",1100504.72,12.609642104762086,0.14285714285714285,1.0000000000000002,17.93392146388191,0
WS/20831/2024/00834,"Installation of handpump at Ram Nagar village, ERNAKULAM",657236.83,76.04086565574907,0.2,1.0000000000000004,17.9255797383189,0
WS/94717/2024/00973,"Installation of handpump at Subhash Nagar village, SRINAGAR",423351.66,5.628677792877034,0.18181818181818182,1.0000000000000004,17.908062745540413,0
WS/84743/2024/00718,"Widening and strengthening of road near Station Road village, BADAUN",1127125.45,-9.934007513991899,0.16666666666666666,1.0000000000000004,17.70524312927581,0
WS/97537/2025/00750,"Water supply pipeline extension to Ambedkar Colony area, AURANGABAD_BR",835950.15,41.787065226058104,0.1111111111111111,1.0000000000000002,17.699002239840972,0
WS/65550/2024/00740,"Construction of community hall at Ram Nagar, NAGPUR",1704522.25,-45.0998551511842,0.2,1.0000000000000002,17.596407638336274,0
WS/37479/2023/00231,"Installation of streetlights at Ambedkar Colony chowk, AURANGABAD_BR",598769.22,64.49189131142296,0.125,1.0000000000000002,17.55362227055186,0
WS/39110/2025/00422,"Construction of drainage/nala near Bazaar Road area, KANTHI",1185955.21,31.833687767397105,0.14285714285714285,1.0000000000000004,17.510538753847747,0
WS/48729/2024/00679,"Construction of drainage/nala near Bazaar Road area, KANTHI",915882.54,1.8117478567935132,0.14285714285714285,1.0000000000000004,17.49393303552809,0
WS/93284/2024/00321,"Construction of community hall at Ram Nagar, NAGPUR",3261584.86,5.050832425745445,0.2,1.0000000000000002,17.434485509768052,0
WS/66841/2024/00338,"Multipurpose community centre building at Panchayat Bhavan Marg panchayat, HINGOLI",2639815.78,3.1602543509153915,0.14285714285714285,1.0000000000000002,17.358942813885324,0
WS/98832/2024/00737,"LED streetlight installation along Station Road road, SRINAGAR",478004.49,6.293243626829276,0.18181818181818182,1.0000000000000002,17.31778496776263,0
WS/71548/2024/00934,"Solar street light at Ram Nagar chowk parisar, KOTTAYAM",259120.46,-11.718734588836153,0.2222222222222222,1.0000000000000002,17.291909409237515,0
WS/99740/2025/00583,"Widening and strengthening of road near Ram Nagar village, KANTHI",1304202.97,-14.567108407053942,0.1,1.0000000000000002,17.114076220370222,0
WS/57124/2025/00233,"Installation of streetlights at Kisan Nagar chowk, KANPUR",565573.09,47.47806827550311,0.1,1.0000000000000004,16.9411849989655,0
WS/54092/2023/00059,"Multipurpose community centre building at Andouli panchayat, AURANGABAD_BR",3704077.96,0.969104455958202,0.15384615384615385,1.0000000000000002,16.938112082030038,0
WS/31798/2025/00021,"Water supply pipeline extension to Subhash Nagar area, BADAUN",899497.73,25.07173462600315,0.2222222222222222,1.0000000000000002,16.914103947282225,0
WS/20917/2023/00681,"Water supply pipeline extension to Subhash Nagar area, BADAUN",663104.83,-7.797798081179229,0.2222222222222222,1.0000000000000002,16.871163488491597,0
WS/67105/2023/00963,"Construction of community hall at Shanti Nagar, TAMLUK",343050.81,-86.53099461120128,0.2,1.0000000000000002,16.784910059716147,0
WS/61508/2025/00650,"Installation of streetlights at Nehru Path chowk, KOTTAYAM",540128.82,47.29856278253272,0.1111111111111111,1.0000000000000002,16.77083243486294,0
WS/61987/2025/00208,"Water supply pipeline extension to Gandhi Chowk area, NANDURBAR(ST)",282121.34,-55.605199347318326,0.14285714285714285,1.0000000000000002,16.703960071613935,0
